BuildTreeFromTemplateTime,ChunkId,ChunkSize,Compressor,File,MatchTemplateTime,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
3.69021,67,128K,gzip,Android,3.330642,0.025604,0.024638,131006,25374.0,135999.0,75.145777,75.132519,3.607145,44516,601,565,30586
3.69021,67,128K,deflate,Android,3.330642,0.035145,0.02868,131006,24704.0,463671.0,92.610751,92.857992,3.607145,44516,601,565,30586
3.69021,67,128K,lz4,Android,3.330642,0.026102,0.025345,131006,37214.0,107483.0,75.558532,75.72253,3.607145,44516,601,565,30586
3.69021,68,128K,gzip,Android,142.869108,0.025999,0.025904,130819,18092.0,80652.0,43.101424,43.338362,143.024635,43845,149,385,35207
3.69021,68,128K,deflate,Android,142.869108,0.035292,0.027782,130819,17974.0,266737.0,51.077664,51.42355,143.024635,43845,149,385,35207
3.69021,68,128K,lz4,Android,142.869108,0.025405,0.027043,130819,25458.0,75283.0,43.544634,43.925216,143.024635,43845,149,385,35207
3.69021,69,128K,gzip,Android,40.372056,0.025611,0.025919,131043,19857.0,137577.0,75.907644,75.938699,40.640991,33203,297,680,49534
3.69021,69,128K,deflate,Android,40.372056,0.035645,0.02778,131043,19595.0,466828.0,93.643597,93.91401,40.640991,33203,297,680,49534
3.69021,69,128K,lz4,Android,40.372056,0.02529,0.024409,131043,30194.0,110721.0,76.561735,76.802597,40.640991,33203,297,680,49534
3.69021,70,128K,gzip,Android,3.748236,0.026627,0.025007,131044,16811.0,92483.0,50.898288,50.823716,3.942027,43788,242,461,24981
3.69021,70,128K,deflate,Android,3.748236,0.034496,0.027983,131044,16571.0,313929.0,61.036503,61.15831,3.942027,43788,242,461,24981
3.69021,70,128K,lz4,Android,3.748236,0.02429,0.025316,131044,23461.0,74100.0,51.22645,51.207319,3.942027,43788,242,461,24981
3.69021,71,128K,gzip,Android,2.673806,0.0256,0.024131,131058,18219.0,128790.0,69.72768,69.732148,2.909965,29440,290,866,60521
3.69021,71,128K,deflate,Android,2.673806,0.034705,0.027043,131058,18105.0,430977.0,85.56923,85.722368,2.909965,29440,290,866,60521
3.69021,71,128K,lz4,Android,2.673806,0.024771,0.023983,131058,26382.0,103626.0,70.318714,70.202508,2.909965,29440,290,866,60521
3.69021,72,128K,gzip,Android,19.40217,0.026228,0.024333,131039,17687.0,100110.0,55.405916,55.479242,19.60836,39224,163,369,41633
3.69021,72,128K,deflate,Android,19.40217,0.035734,0.026506,131039,17334.0,342103.0,66.96887,67.063156,19.60836,39224,163,369,41633
3.69021,72,128K,lz4,Android,19.40217,0.025849,0.024349,131039,23355.0,81679.0,56.176723,56.034644,19.60836,39224,163,369,41633
3.69021,73,128K,gzip,Android,72.032188,0.027097,0.027064,131036,15391.0,65084.0,31.349865,31.672272,72.164971,36411,105,336,43492
3.69021,73,128K,deflate,Android,72.032188,0.034364,0.028285,131036,15432.0,202155.0,36.859427,37.005753,72.164971,36411,105,336,43492
3.69021,73,128K,lz4,Android,72.032188,0.026174,0.025109,131036,22247.0,67243.0,31.857381,32.071222,72.164971,36411,105,336,43492
3.69021,74,128K,gzip,Android,4.001139,0.026896,0.026457,131063,21250.0,144177.0,82.575098,82.561737,4.26347,44615,382,691,32302
3.69021,74,128K,deflate,Android,4.001139,0.034979,0.028106,131063,20905.0,496435.0,102.286514,102.383606,4.26347,44615,382,691,32302
3.69021,74,128K,lz4,Android,4.001139,0.026231,0.024922,131063,31553.0,110382.0,84.618924,84.556638,4.26347,44615,382,691,32302
3.69021,75,128K,gzip,Android,21.453785,0.027579,0.025703,130766,24036.0,178522.0,104.005925,104.333783,21.762589,45610,477,801,36466
3.69021,75,128K,deflate,Android,21.453785,0.036227,0.028266,130766,23689.0,610924.0,129.400514,128.435054,21.762589,45610,477,801,36466
3.69021,75,128K,lz4,Android,21.453785,0.024507,0.025781,130766,35084.0,135635.0,104.724556,105.293718,21.762589,45610,477,801,36466
3.69021,76,128K,gzip,Android,24.247223,0.025661,0.025536,131014,13781.0,88216.0,49.105415,48.93514,24.418156,25161,170,542,59566
3.69021,76,128K,deflate,Android,24.247223,0.035303,0.027676,131014,13907.0,296326.0,58.668317,58.978361,24.418156,25161,170,542,59566
3.69021,76,128K,lz4,Android,24.247223,0.024662,0.024356,131014,20274.0,69065.0,49.536955,49.774222,24.418156,25161,170,542,59566
3.69021,77,128K,gzip,Android,74.399922,0.02651,0.027355,130603,17620.0,111486.0,62.978153,63.37595,74.637225,41053,248,463,37139
3.69021,77,128K,deflate,Android,74.399922,0.034477,0.028821,130603,17510.0,378235.0,76.044346,76.002733,74.637225,41053,248,463,37139
3.69021,77,128K,lz4,Android,74.399922,0.025672,0.025753,130603,24953.0,91597.0,63.883821,63.934933,74.637225,41053,248,463,37139
3.69021,78,128K,gzip,Android,2.405407,0.026529,0.025252,131059,24697.0,130721.0,73.752363,74.305621,2.689797,45155,625,599,24135
3.69021,78,128K,deflate,Android,2.405407,0.034947,0.027502,131059,24063.0,444682.0,90.335836,90.401938,2.689797,45155,625,599,24135
3.69021,78,128K,lz4,Android,2.405407,0.024982,0.025828,131059,36823.0,101746.0,74.417761,74.612754,2.689797,45155,625,599,24135
3.69021,79,128K,gzip,Android,30.279345,0.025626,0.025082,131037,13070.0,82435.0,44.779286,44.717447,30.446223,25252,147,645,65406
3.69021,79,128K,deflate,Android,30.279345,0.032041,0.027642,131037,13097.0,275334.0,53.382742,53.776639,30.446223,25252,147,645,65406
3.69021,79,128K,lz4,Android,30.279345,0.025226,0.024783,131037,20012.0,67793.0,45.342507,45.41803,30.446223,25252,147,645,65406
3.69021,80,128K,gzip,Android,1.76776,0.026212,0.026527,130979,25130.0,154483.0,86.184303,85.862557,2.074432,42938,613,670,34291
3.69021,80,128K,deflate,Android,1.76776,0.036034,0.027781,130979,24563.0,525832.0,106.892254,107.123473,2.074432,42938,613,670,34291
3.69021,80,128K,lz4,Android,1.76776,0.025567,0.024032,130979,36964.0,120602.0,86.309696,86.661083,2.074432,42938,613,670,34291
3.69021,81,128K,gzip,Android,180.496417,0.027337,0.025682,131019,19348.0,152108.0,87.165418,87.446021,180.74013,44997,287,504,34815
3.69021,81,128K,deflate,Android,180.496417,0.034723,0.026362,131019,18941.0,521070.0,108.036361,107.585034,180.74013,44997,287,504,34815
