ChunkId,ChunkSize,Compressor,File,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
72,16K,lz4,Thunderbird,0.017244,0.017112,16358,2697.0,4464.0,0.859236,0.890555,6.061201,3822,3,4,2092
42,16K,gzip,Thunderbird,0.014139,0.016151,16281,2141.0,14752.0,5.403812,5.397628,6.131803,4861,30,52,2544
42,16K,deflate,Thunderbird,0.020719,0.016692,16281,2243.0,50817.0,6.652929,6.588584,6.131803,4861,30,52,2544
42,16K,lz4,Thunderbird,0.016802,0.015568,16281,3361.0,12551.0,5.507524,5.49244,6.131803,4861,30,52,2544
34,16K,gzip,Thunderbird,0.015526,0.015936,16286,1560.0,3321.0,0.857225,0.867423,6.054901,3848,3,4,2077
34,16K,deflate,Thunderbird,0.020111,0.01867,16286,1581.0,9114.0,1.041082,0.995164,6.054901,3848,3,4,2077
34,16K,lz4,Thunderbird,0.015452,0.016216,16286,2732.0,4383.0,0.871615,0.89378,6.054901,3848,3,4,2077
91,16K,gzip,Thunderbird,0.014329,0.015844,16341,2674.0,12257.0,4.644182,4.603217,6.136611,5420,73,109,1754
91,16K,deflate,Thunderbird,0.020026,0.021083,16341,2699.0,42841.0,5.567032,5.632806,6.136611,5420,73,109,1754
91,16K,lz4,Thunderbird,0.015533,0.015819,16341,3897.0,9902.0,4.705754,4.754135,6.136611,5420,73,109,1754
47,16K,gzip,Thunderbird,0.015276,0.016836,16302,1145.0,5857.0,2.044102,2.03402,6.057057,6654,16,57,1766
47,16K,deflate,Thunderbird,0.020639,0.017681,16302,1249.0,19829.0,2.469519,2.453762,6.057057,6654,16,57,1766
47,16K,lz4,Thunderbird,0.015138,0.017273,16302,1746.0,5321.0,2.085397,2.120411,6.057057,6654,16,57,1766
58,16K,gzip,Thunderbird,0.014175,0.015671,16308,1814.0,6298.0,2.17902,2.174907,6.073755,4567,32,83,2654
58,16K,deflate,Thunderbird,0.019636,0.01665,16308,1906.0,20884.0,2.623773,2.600838,6.073755,4567,32,83,2654
58,16K,lz4,Thunderbird,0.016882,0.017912,16308,2843.0,5529.0,2.212223,2.215069,6.073755,4567,32,83,2654
1,16K,gzip,Thunderbird,0.014252,0.016383,16161,950.0,4424.0,1.537926,1.551511,6.11875,4125,3,19,9016
1,16K,deflate,Thunderbird,0.019212,0.017495,16161,1050.0,14984.0,1.851833,1.825428,6.11875,4125,3,19,9016
1,16K,lz4,Thunderbird,0.017299,0.015439,16161,1345.0,4256.0,1.564461,1.574155,6.11875,4125,3,19,9016
